gh_project_name,tr_build_id,build_successful,git_all_built_commits
gradle/gradle,36922408,TRUE,fb69c27d108fabe8364b07a3a1c5bc2746db1af4
gradle/gradle,38761026,TRUE,f223d309def4c3b12d16eaed01972e293ebf6287
gradle/gradle,21643450,TRUE,298cce4be889255641feaf85e6fe6b80c2db7f2f
gradle/gradle,47801328,FALSE,fd7c162dd33cb1014d3de05160cc4fd771618514
gradle/gradle,23408724,TRUE,32795bc98d548fcbcfd925c88a0afe21377344e2
gradle/gradle,23527581,TRUE,dc647d2dbd1e10590784ca1e891d152517e7359e#66e3c9b3e2374a86a3ebb264f53fd1424338f009
gradle/gradle,43607970,FALSE,cca2287668bb54451f087f87cca7e486b2fe8c6f#4f12cfed9721f9b76f44a2dbd6baf966900fe348#bd8548ea20609a754e2f87b912889d704a6b1b4a#98816cd10cb99ab0d333413c0b1f30f09bfabd95#b55e1764f63e9b6b9ae2f500643e27723a09fc63
gradle/gradle,48934726,TRUE,2b7b0d1e61d511994032801e754d6f1b7402560b
gradle/gradle,49460820,TRUE,b4e319a4a9e5aca1047b5be42f6cbe19dea228a1
gradle/gradle,52761784,TRUE,3b4715b3a9f2fb1cdba27d10b74164eb77ebf7e2
gradle/gradle,61730208,TRUE,3e629da00a31b78869aec43be62c0ee322e311c8
gradle/gradle,44246011,TRUE,440cf29b4bd789b6cf30e2c3f1b2450f605be291#71c993dd647057358b9611f5d7d88ef23678bfb1#5f05c699a60ef18fc4c8d7aabb700d5a5be47047
gradle/gradle,53259531,FALSE,81ddb01175bb9b1befa4457aed9a513d65767ec1#f5b285c18b8ec94ce156b978fc3b0fc81051cf7f#002dab17785e22ffe15adc209517bdda505a259c#78e1444bddef4e136f0d05ec243c635ae18efc10#9b80409496b43c2dca25a833a7148239cedaea1d
gradle/gradle,46721996,TRUE,342317d30a1eb3cec7b8cd8057c776f267aac1fa
gradle/gradle,29084308,TRUE,b70f2438e883c19d76cbcc1b796b16c083399146
gradle/gradle,38894671,FALSE,488f2dc5703ef2aad2b44923d4e36e334324155d#bb881647ab5f7e7e2ac679e439aa0768c8920879
gradle/gradle,39281686,TRUE,81520423ac39cce3546e8cd26b7d9297df0d5523
gradle/gradle,21946790,TRUE,9e99639fe3d5c0e74aa86de2d6b8d28381fc7261
gradle/gradle,22914191,TRUE,c558ca3816e205cab1f43a29915b2f7371886b13#a50aeb0376e8dc5d03189c8fc50169ce8df31e18#37d6e2495b3543fcf01d22504d893ab154984753#be1be9703000bf9163a9f03346c4819705a1771c#16f13514ec43407d050637d38274c16b9d6abe0d
gradle/gradle,30668392,TRUE,abf5b59b07765d723f39638d064e012c65405ea0
gradle/gradle,30746981,TRUE,525de5d3fe0c37d34fe985221a088c0dc8a78373#460d987aafc353a9a9e960a9b16dd814102cb43b
gradle/gradle,23986630,TRUE,14f2a80aecf144a341cc28f451c17a791b193db7#514c9a144f18b24431e919d5a57f3f4103bc694a#d00b847b4231f82c669f49b2b3cffc27468eae93#b55db2023a9f2439a656cea3e9f4191c1828ddf2
gradle/gradle,25148810,TRUE,aa91e37d89eb51d0cb214f2b46e3d8208a3575ed
gradle/gradle,59603768,FALSE,e4d4423c6e76991eaf96bd2d8996e16798659145
gradle/gradle,53271326,TRUE,59c526c6ed295bdba8952e1c6921f78cd77e51ca
gradle/gradle,49794450,TRUE,47640c7bdd03f03fa8a8e0fd1ae55dbd17a0f641#74d58a21a8587969c039b8bd5d5040e138d4bed3#ee7227e053c2c362bf820f272335675c113f4f97
gradle/gradle,27462367,TRUE,d5c60480da23c1f5b1d69e9c0abd7536fb999d8c
